OSM_tag;OSM_path;OSM_description;FS_candidates;FS_scores;FS_tag_GPT;OSM_full_description;FS_manual_path;FS_manual_tag;correct;new_correct;OSM_main;OSM_main_sub
joiner;craft > joiner;An artisan who builds things by joining pieces of wood, particularly furniture or ornamental work.;['carpenter', 'construction supplies store', 'factory', 'machine shop', 'hobby store', 'hardware store', 'arts crafts store', 'kitchen supply store', 'upholstery service', 'logging service', 'furniture home store', 'textiles store', 'leather supplier', 'industrial equipment supplier', 'welding service', 'deck patio contractor', 'knitting store', 'metals supplier', 'kitchen remodeler', 'engineer'];[0.4616010785102844, 0.4043790400028229, 0.4015169143676758, 0.40059399604797363, 0.39588332176208496, 0.37260109186172485, 0.3604121208190918, 0.3443487584590912, 0.33737891912460327, 0.32957565784454346, 0.32492563128471375, 0.3247707486152649, 0.322157621383667, 0.31540483236312866, 0.31229203939437866, 0.308025062084198, 0.30788829922676086, 0.30393970012664795, 0.30308622121810913, 0.29842934012413025];carpenter;An artisan who builds things by joining pieces of wood, particularly furniture or ornamental work.;business professional services > home improvement service > carpenter;carpenter;1;1;craft;craft > joiner
key cutter;craft > key cutter;A place where keys can be duplicated from originals.;['locksmith', 'shoe repair service', 'deli', 'butcher', 'machine shop', 'doors windows contractor', 'leather goods store', 'bunsik restaurant', 'hardware store', 'garage door supplier', 'sandwich spot', 'stationery store', 'tailor', 'leather supplier', 'doner restaurant', 'seafood restaurant', 'factory', 'karaoke box', 'bratwurst joint', 'sausage store'];[0.3647964298725128, 0.2552647292613983, 0.2521097958087921, 0.2508399486541748, 0.24046912789344788, 0.2297765612602234, 0.22195804119110107, 0.21383127570152283, 0.21077072620391846, 0.20681706070899963, 0.20660650730133057, 0.19983884692192078, 0.1925615519285202, 0.1870385706424713, 0.18560856580734253, 0.18551455438137054, 0.18387489020824432, 0.18264323472976685, 0.17928513884544373, 0.17887799441814423];locksmith;A place where keys can be duplicated from originals.;business professional services > locksmith;locksmith;1;1;craft;craft > key cutter
laboratory;craft > laboratory;A laboratory.;['laboratory', 'scientific equipment supplier', 'research laboratory', 'medical lab', 'college lab', 'industrial equipment supplier', 'photography lab', 'factory', 'college science building', 'machine shop', 'chemicals gasses manufacturer', 'research station', 'blood bank', 'gymnastics center', 'engineer', 'swimming pool supply store', 'science museum', 'equipment rental service', 'manufacturer', 'racquetball club'];[0.6135241389274597, 0.5938765406608582, 0.5557044148445129, 0.551094114780426, 0.45408669114112854, 0.36660537123680115, 0.35760951042175293, 0.35471880435943604, 0.34944647550582886, 0.3335687816143036, 0.32603558897972107, 0.3214927315711975, 0.299752414226532, 0.2932948172092438, 0.2914596199989319, 0.29103758931159973, 0.29101625084877014, 0.2890222370624542, 0.28698667883872986, 0.2781115770339966];laboratory;A laboratory.;business professional services > laboratory;laboratory;1;1;craft;craft > laboratory
lapidary;craft > lapidary;lapidary: a gemcutter;['burgundian restaurant', 'butcher', 'brasserie', 'savoyard restaurant', 'racquetball club', 'locksmith', 'dessert shop', 'mobile company', 'empada house', 'juice bar', 'barbershop', 'kitchen remodeler', 'body piercing shop', 'pastelaria', 'computer repair service', 'bagel shop', 'salad restaurant', 'fruit vegetable store', 'leather supplier', 'limo service'];[0.2822919487953186, 0.281715989112854, 0.2714228928089142, 0.26577144861221313, 0.2588033378124237, 0.2547222971916199, 0.2537750005722046, 0.25299859046936035, 0.24714238941669464, 0.24661320447921753, 0.24659571051597595, 0.24434246122837067, 0.24191626906394958, 0.2403528392314911, 0.23693734407424927, 0.23648995161056519, 0.2362232506275177, 0.23491092026233673, 0.23382845520973206, 0.23310911655426025];leather supplier;lapidary: a gemcutter;business professional services > creative service;creative service;0;0;craft;craft > lapidary
leather;craft > leather;"A leatherworker; a person who makes things from leather.";['leather supplier', 'leather goods store', 'hobby store', 'rubber supplier', 'arts crafts store', 'textiles store', 'manufacturer', 'factory', 'construction supplies store', 'carpenter', 'upholstery service', 'plastics supplier', 'tailor', 'tennis store', 'butcher', 'hardware store', 'metals supplier', 'golf store', 'kitchen supply store', 'stationery store'];[0.7322033643722534, 0.5766688585281372, 0.5149257183074951, 0.47182995080947876, 0.4355545938014984, 0.43440669775009155, 0.4305856227874756, 0.42549824714660645, 0.40174227952957153, 0.3956594467163086, 0.3752688467502594, 0.37243008613586426, 0.3718680143356323, 0.3666522800922394, 0.36117905378341675, 0.35346341133117676, 0.3516659140586853, 0.347627192735672, 0.3447810411453247, 0.34416723251342773];leather goods store;"A leatherworker; a person who makes things from leather.";business professional services > leather supplier;leather supplier;0;0;craft;craft > leather
locksmith;craft > locksmith;The workshop of a craftsman who installs or repairs locks and opens locked doors.;['locksmith', 'doors windows contractor', 'garage door supplier', 'auto workshop', 'machine shop', 'baggage locker', 'carpenter', 'fence contractor', 'prison', 'automotive repair shop', 'shoe repair service', 'canal lock', 'transmissions shop', 'construction supplies store', 'equipment rental service', 'automation control system', 'hardware store', 'kitchen remodeler', 'leather goods store', 'automotive shop'];[0.5210446715354919, 0.4308556616306305, 0.4056228995323181, 0.36111563444137573, 0.31980592012405396, 0.30198660492897034, 0.29884111881256104, 0.2891863286495209, 0.27121347188949585, 0.2602698504924774, 0.24221286177635193, 0.23952779173851013, 0.23679202795028687, 0.23652425408363342, 0.23481205105781555, 0.2307402342557907, 0.23012661933898926, 0.22642403841018677, 0.2255430817604065, 0.22313348948955536];locksmith;The workshop of a craftsman who installs or repairs locks and opens locked doors.;business professional services > locksmith;locksmith;1;1;craft;craft > locksmith
luthier;craft > luthier;Workshop of a luthier, who makes or repairs stringed wooden musical instruments, such as lutes, violins, and guitars.;['machine shop', 'music store', 'carpenter', 'upholstery service', 'leather supplier', 'factory', 'construction supplies store', 'hardware store', 'industrial equipment supplier', 'equipment rental service', 'electrician', 'tailor', 'kitchen remodeler', 'welding service', 'hobby store', 'scientific equipment supplier', 'logging service', 'recording studio', 'metals supplier', 'auto workshop'];[0.48589181900024414, 0.43939220905303955, 0.43593692779541016, 0.4033759832382202, 0.3883205056190491, 0.3805472254753113, 0.37039417028427124, 0.35490697622299194, 0.3513379395008087, 0.3458935618400574, 0.33867838978767395, 0.3374728262424469, 0.33736875653266907, 0.3366701602935791, 0.3361159861087799, 0.33117052912712097, 0.32975953817367554, 0.32878583669662476, 0.32839861512184143, 0.32180649042129517];music store;Workshop of a luthier, who makes or repairs stringed wooden musical instruments, such as lutes, violins, and guitars.;business professional services > creative service;creative service;0;0;craft;craft > luthier
metal construction;craft > metal construction;Workplace or office of a person who work with metal. This applies to: planning, construction, trade, repair.;['machine shop', 'metals supplier', 'welding service', 'construction supplies store', 'carpenter', 'factory', 'plastics supplier', 'construction', 'salvage yard', 'industrial equipment supplier', 'arts crafts store', 'hobby store', 'engineer', 'hardware store', 'general contractor', 'automotive repair shop', 'fence contractor', 'manufacturer', 'auto workshop', 'shipping freight material transportation service'];[0.6422410011291504, 0.6399201154708862, 0.5882596969604492, 0.5731810331344604, 0.5618538856506348, 0.5380900502204895, 0.502518892288208, 0.47813504934310913, 0.4713139533996582, 0.4596870541572571, 0.4455419182777405, 0.44537001848220825, 0.44006937742233276, 0.4169732928276062, 0.41273051500320435, 0.4111001193523407, 0.4109792113304138, 0.40736547112464905, 0.4057764410972595, 0.4048728942871094];machine shop;Workplace or office of a person who work with metal. This applies to: planning, construction, trade, repair.;business professional services > metals supplier;metals supplier;0;0;craft;craft > metal construction
mint;craft > mint;A place where coins and medals are hand crafted.;['gift store', 'arts crafts store', 'souvenir store', 'jewelry store', 'antique store', 'museum', 'arcade', 'hobby store', 'machine shop', 'exhibit', 'art gallery', 'gymnastics center', 'fair', 'sculpture garden', 'bingo center', 'art restoration service', 'fondue restaurant', 'blood bank', 'recycling facility', 'meadery'];[0.33653688430786133, 0.3123372793197632, 0.2937323749065399, 0.2936641275882721, 0.29137998819351196, 0.28630805015563965, 0.2802049219608307, 0.2768561840057373, 0.2725867033004761, 0.2716904878616333, 0.2698364853858948, 0.2691554129123688, 0.26286789774894714, 0.26240867376327515, 0.262151837348938, 0.26169145107269287, 0.26002582907676697, 0.2532751262187958, 0.25294309854507446, 0.25219473242759705];museum;A place where coins and medals are hand crafted.;business professional services > creative service;creative service;0;0;craft;craft > mint
musical instrument;craft > musical instrument;A craftsman creating musical instruments;['music store', 'machine shop', 'factory', 'industrial equipment supplier', 'construction supplies store', 'stationery store', 'carpenter', 'hardware store', 'hobby store', 'arts crafts store', 'kitchen supply store', 'scientific equipment supplier', 'leather supplier', 'metals supplier', 'equipment rental service', 'welding service', 'knitting store', 'engineer', 'manufacturer', 'plastics supplier'];[0.5203962922096252, 0.48473024368286133, 0.4477558732032776, 0.4118276536464691, 0.41020333766937256, 0.39195185899734497, 0.3915814459323883, 0.38633596897125244, 0.38443541526794434, 0.38254469633102417, 0.36267024278640747, 0.36245715618133545, 0.3610186278820038, 0.358365535736084, 0.35280656814575195, 0.35042402148246765, 0.33869120478630066, 0.3369181454181671, 0.31745606660842896, 0.31694209575653076];music store;A craftsman creating musical instruments;business professional services > creative service;creative service;0;0;craft;craft > musical instrument
oil mill;craft > oil mill;A mill designed to crush or bruise oil-bearing seeds, such as linseed or peanuts, or other oil-rich vegetable material.;['petroleum supplier', 'afghan restaurant', 'machine shop', 'kuruyemisci shop', 'industrial equipment supplier', 'salvage yard', 'plastics supplier', 'manufacturer', 'oil change service', 'factory', 'pilavci', 'garden center', 'landscaper gardener', 'publisher', 'falafel restaurant', 'farmers market', 'kale pache place', 'gukbap restaurant', 'automation control system', 'herbs spices store'];[0.27931636571884155, 0.2267218977212906, 0.2265225350856781, 0.22619807720184326, 0.21956536173820496, 0.2178564965724945, 0.21753066778182983, 0.21470040082931519, 0.198525071144104, 0.19640551507472992, 0.1930588185787201, 0.1889711320400238, 0.18736711144447327, 0.18206176161766052, 0.18104317784309387, 0.18091396987438202, 0.17831550538539886, 0.1745986044406891, 0.17441117763519287, 0.17137615382671356];manufacturer;A mill designed to crush or bruise oil-bearing seeds, such as linseed or peanuts, or other oil-rich vegetable material.;business professional services;business professional services;0;1;craft;craft > oil mill
optician;craft > optician;A place where lenses for the correction of a person's vision are designed, fitted and dispensed.;['eyecare store', 'optometrist', 'ophthalmologist', 'camera store', 'sunglasses store', 'tailor', 'photography service', 'pharmacy', 'dive store', 'hunting supply store', 'plastic surgeon', 'photography lab', 'photography studio', 'shoe repair service', 'general surgeon', 'repair service', 'photographer', 'moving target', 'medical supply store', 'plastics supplier'];[0.6241159439086914, 0.6174535751342773, 0.5305635929107666, 0.4943215548992157, 0.49170568585395813, 0.3290489614009857, 0.32550328969955444, 0.3185248076915741, 0.3129059672355652, 0.3123643100261688, 0.3101966977119446, 0.3056240975856781, 0.30500733852386475, 0.29903531074523926, 0.2989089787006378, 0.2982916235923767, 0.293586403131485, 0.2931153178215027, 0.2909564673900604, 0.2895200252532959];eyecare store;A place where lenses for the correction of a person's vision are designed, fitted and dispensed.;health medicine > optometrist;optometrist;0;0;craft;craft > optician
organ builder;craft > organ builder;Organ building is the profession of designing, building, restoring and maintaining pipe organs.;['engineer', 'factory', 'construction', 'sewer contractor', 'interior designer', 'plumber', 'construction supplies store', 'carpenter', 'bathroom contractor', 'architecture firm', 'body piercing shop', 'plastics supplier', 'kitchen remodeler', 'machine shop', 'hardware store', 'metals supplier', 'recycling facility', 'design studio', 'painter', 'art studio'];[0.4401216506958008, 0.43731242418289185, 0.43349796533584595, 0.42365363240242004, 0.42066690325737, 0.39527398347854614, 0.39391863346099854, 0.3795563578605652, 0.3655887246131897, 0.3642019033432007, 0.35385292768478394, 0.3513432741165161, 0.34933772683143616, 0.34798377752304077, 0.33419591188430786, 0.331844687461853, 0.3190069794654846, 0.3166235089302063, 0.31594622135162354, 0.3157616853713989];engineer;Organ building is the profession of designing, building, restoring and maintaining pipe organs.;business professional services > repair service;repair service;0;0;craft;craft > organ builder
painter;craft > painter;A workplace or office of a house painter which is a tradesman responsible for the painting and decorating of buildings.;['painter', 'art studio', 'carpenter', 'arts crafts store', 'interior designer', 'hobby store', 'creative service', 'kitchen remodeler', 'deck patio contractor', 'art restoration service', 'street art', 'design studio', 'general contractor', 'mover', 'construction supplies store', 'bathroom contractor', 'fence contractor', 'sculpture garden', 'photography lab', 'photographer'];[0.6659614443778992, 0.5124697685241699, 0.49615639448165894, 0.493068128824234, 0.48876500129699707, 0.4418427348136902, 0.42583155632019043, 0.4189240038394928, 0.4103090167045593, 0.40566039085388184, 0.3998388648033142, 0.3978217840194702, 0.391048789024353, 0.3859331011772156, 0.3825310468673706, 0.37208762764930725, 0.37126660346984863, 0.36987096071243286, 0.3691421151161194, 0.36877650022506714];painter;A workplace or office of a house painter which is a tradesman responsible for the painting and decorating of buildings.;business professional services > home improvement service > painter;painter;1;1;craft;craft > painter
paperhanger;craft > paperhanger;The office of a paperhanger.;['stationery store', 'paper supplier', 'office supply store', 'newsstand', 'writing copywriting technical writing service', 'office building', 'business center', 'office', 'accounting bookkeeping service', 'art restoration service', 'distribution center', 'corporate cafeteria', 'newsagent', 'print store', 'coworking space', 'warehouse', 'publisher', 'storage facility', 'recording studio', 'recycling facility'];[0.44018876552581787, 0.42999374866485596, 0.36960119009017944, 0.29242298007011414, 0.28905433416366577, 0.2862505614757538, 0.28605806827545166, 0.2807347774505615, 0.27249419689178467, 0.2716403007507324, 0.27074533700942993, 0.2695346474647522, 0.26756998896598816, 0.26649874448776245, 0.26323461532592773, 0.26062488555908203, 0.2584894299507141, 0.2518596053123474, 0.24357910454273224, 0.23936927318572998];business center;The office of a paperhanger.;business professional services > office;office;0;0;craft;craft > paperhanger
parquet layer;craft > parquet layer;A workplace or office of a parquet layer.;['racquetball club', 'tennis', 'racquet sport club', 'tennis court', 'tennis club', 'racquet sports', 'badminton court', 'squash court', 'leather supplier', 'construction', 'tennis store', 'office building', 'storage facility', 'engineer', 'hobby store', 'architecture firm', 'coworking space', 'mover', 'construction supplies store', 'carpenter'];[0.4641019105911255, 0.44705629348754883, 0.3973642587661743, 0.38836026191711426, 0.38196784257888794, 0.37587273120880127, 0.3657034635543823, 0.36263594031333923, 0.35319292545318604, 0.3394930958747864, 0.32188814878463745, 0.3160058259963989, 0.31386783719062805, 0.3123985528945923, 0.30393052101135254, 0.2982671856880188, 0.29584258794784546, 0.29243502020835876, 0.291190505027771, 0.2897489070892334];construction;A workplace or office of a parquet layer.;business professional services > home improvement service > carpet flooring contractor;carpet flooring contractor;0;0;craft;craft > parquet layer
paver;craft > paver;The workshop or office of a paver.;['deck patio contractor', 'office supply store', 'arts crafts store', 'stationery store', 'construction supplies store', 'outdoor sculpture', 'factory', 'hobby store', 'paper supplier', 'conference room', 'newsstand', 'sculpture garden', 'garden center', 'recycling facility', 'public art', 'exhibit', 'hardware store', 'print store', 'prayer room', 'club house'];[0.3936830759048462, 0.3679046630859375, 0.35689985752105713, 0.35378962755203247, 0.35108405351638794, 0.3465092182159424, 0.3426821231842041, 0.3375186324119568, 0.33357125520706177, 0.3322603106498718, 0.3285585939884186, 0.32144200801849365, 0.31411096453666687, 0.31332725286483765, 0.3126654624938965, 0.31028369069099426, 0.30903077125549316, 0.3088856339454651, 0.3033026456832886, 0.30081114172935486];deck patio contractor;The workshop or office of a paver.;business professional services;business professional services;0;1;craft;craft > paver
pest control;craft > pest control;A business that offers pest control services;['pest control service', 'landscaper gardener', 'agriculture forestry service', 'pet service', 'mobile company', 'pet grooming service', 'industrial equipment supplier', 'design studio', 'creative service', 'renewable energy service', 'organic grocery', 'industrial estate', 'leather supplier', 'garden center', 'spa', 'technology business', 'rubber supplier', 'laundry service', 'hobby store', 'deck patio contractor'];[0.768545389175415, 0.49629461765289307, 0.4774903655052185, 0.4526156783103943, 0.4313808083534241, 0.4258677363395691, 0.42482638359069824, 0.4183727502822876, 0.4108879864215851, 0.40973249077796936, 0.40274566411972046, 0.40157634019851685, 0.4003303349018097, 0.39498478174209595, 0.3946799635887146, 0.3929462432861328, 0.389299213886261, 0.3874947428703308, 0.3864871561527252, 0.38612741231918335];pest control service;A business that offers pest control services;business professional services > home improvement service > pest control service;pest control service;1;1;craft;craft > pest control
photographer;craft > photographer;A workplace or office of a person who takes photographs using a camera.;['photography studio', 'photographer', 'photography lab', 'photography service', 'public relations firm', 'art studio', 'camera store', 'painter', 'creative service', 'mover', 'moving target', 'interior designer', 'industrial equipment supplier', 'office', 'radiologist', 'logging service', 'carpenter', 'ophthalmologist', 'office building', 'engineer'];[0.6321423053741455, 0.6169556379318237, 0.5562122464179993, 0.5448868274688721, 0.3783632516860962, 0.36841532588005066, 0.342610239982605, 0.3391713500022888, 0.33765459060668945, 0.3296036124229431, 0.32380831241607666, 0.3186597526073456, 0.31706690788269043, 0.3164496421813965, 0.3163447976112366, 0.30929356813430786, 0.30852532386779785, 0.30789533257484436, 0.30458033084869385, 0.3015388250350952];photographer;A workplace or office of a person who takes photographs using a camera.;business professional services > photography service > photographer;photographer;1;1;craft;craft > photographer
photographic laboratory;craft > photographic laboratory;A place where photos taken on a film or digital images are transformed into a more permanent form, often on paper or plastic foil.;['photography lab', 'photographer', 'photography studio', 'recycling facility', 'photography service', 'framing store', 'museum', 'plastics supplier', 'science museum', 'art restoration service', 'exhibit', 'hobby store', 'art studio', 'camera store', 'print tv radio outdoor advertising service', 'stationery store', 'art museum', 'print store', 'outdoor sculpture', 'arts crafts store'];[0.5646252632141113, 0.4338724911212921, 0.42991799116134644, 0.3825887143611908, 0.38240334391593933, 0.3805498480796814, 0.3791714012622833, 0.3671613931655884, 0.34178316593170166, 0.32869699597358704, 0.32209351658821106, 0.3200424909591675, 0.3191838264465332, 0.31621795892715454, 0.31069815158843994, 0.30153217911720276, 0.2998412549495697, 0.2928578853607178, 0.2843901515007019, 0.28384435176849365];photography lab;A place where photos taken on a film or digital images are transformed into a more permanent form, often on paper or plastic foil.;business professional services > photography service > photography lab;photography lab;1;1;craft;craft > photographic laboratory
photovoltaic;craft > photovoltaic;A workplace or office who installed or planned photovoltaic systems.;['renewable energy service', 'power plant', 'coworking space', 'photography lab', 'electrical equipment supplier', 'factory', 'deck patio contractor', 'equipment rental service', 'office building', 'welding service', 'recycling facility', 'engineer', 'scientific equipment supplier', 'industrial equipment supplier', 'plastics supplier', 'garden center', 'photography studio', 'art studio', 'electrician', 'corporate amenity'];[0.4719005525112152, 0.46761980652809143, 0.4211459159851074, 0.41874730587005615, 0.39368218183517456, 0.3913743495941162, 0.3847958445549011, 0.3507722020149231, 0.3501659631729126, 0.3468824625015259, 0.33892178535461426, 0.33778202533721924, 0.3371555209159851, 0.3308688998222351, 0.32687684893608093, 0.3227689862251282, 0.3177379369735718, 0.3156003952026367, 0.3138148784637451, 0.3116285800933838];renewable energy service;A workplace or office who installed or planned photovoltaic systems.;business professional services > renewable energy service;renewable energy service;1;1;craft;craft > photovoltaic
piano tuner;craft > piano tuner;A piano tuner or technician. A professional that tunes, regulates and makes the maintenance of pianos. Most of them repair simple problems and some restore a whole piano.;['machine shop', 'computer repair service', 'tire repair shop', 'upholstery service', 'tailor', 'automotive repair shop', 'shoe repair service', 'repair service', 'auto workshop', 'electrician', 'transmissions shop', 'automotive shop', 'motorcycle repair shop', 'music store', 'kitchen remodeler', 'garage door supplier', 'doors windows contractor', 'home service', 'automotive service', 'home inspection'];[0.44675213098526, 0.44665277004241943, 0.43667101860046387, 0.4315437376499176, 0.4285041391849518, 0.4283105731010437, 0.42071548104286194, 0.40765267610549927, 0.40545380115509033, 0.4018821716308594, 0.3925153911113739, 0.3848761320114136, 0.3669446110725403, 0.3603798747062683, 0.3578016459941864, 0.35518980026245117, 0.35474056005477905, 0.3526342809200287, 0.35218387842178345, 0.3512367010116577];repair service;A piano tuner or technician. A professional that tunes, regulates and makes the maintenance of pianos. Most of them repair simple problems and some restore a whole piano.;business professional services > repair service;repair service;1;1;craft;craft > piano tuner
plasterer;craft > plasterer;A workplace or office of a tradesman who works with plaster, such as forming a layer of plaster on an interior wall or plaster decorative moldings on ceilings or walls.;['painter', 'carpenter', 'interior designer', 'engineer', 'art studio', 'arts crafts store', 'hobby store', 'factory', 'construction supplies store', 'machine shop', 'architecture firm', 'design studio', 'office building', 'industrial estate', 'kitchen remodeler', 'general contractor', 'manufacturer', 'metals supplier', 'plastics supplier', 'leather supplier'];[0.42443904280662537, 0.4189411997795105, 0.39840051531791687, 0.3904394507408142, 0.38018298149108887, 0.37786340713500977, 0.3716186583042145, 0.3695771098136902, 0.3686845898628235, 0.34507089853286743, 0.3347693681716919, 0.3335620164871216, 0.32612478733062744, 0.31599506735801697, 0.31024643778800964, 0.30651628971099854, 0.30156850814819336, 0.3009253740310669, 0.29706838726997375, 0.29563552141189575];general contractor;A workplace or office of a tradesman who works with plaster, such as forming a layer of plaster on an interior wall or plaster decorative moldings on ceilings or walls.;business professional services > home improvement service;home improvement service;0;1;craft;craft > plasterer
plumber;craft > plumber;A workplace or office of a skilled tradesperson who specializes in (drinking) water supply, sewage and drainage systems.;['sewer contractor', 'plumber', 'water treatment service', 'bathroom contractor', 'carpenter', 'mover', 'dumpling restaurant', 'plastics supplier', 'professional cleaning service', 'kitchen remodeler', 'construction', 'utility company', 'industrial equipment supplier', 'manufacturer', 'landscaper gardener', 'waste management service', 'recycling facility', 'welding service', 'chemicals gasses manufacturer', 'chimney sweep'];[0.6282573342323303, 0.6114968657493591, 0.5350842475891113, 0.5140607357025146, 0.47192686796188354, 0.4437885284423828, 0.41024118661880493, 0.39165031909942627, 0.3881723880767822, 0.385295033454895, 0.3808882236480713, 0.3781397342681885, 0.372905433177948, 0.371609091758728, 0.3680326044559479, 0.3663254380226135, 0.36348283290863037, 0.3605079650878906, 0.36041247844696045, 0.36026111245155334];plumber;A workplace or office of a skilled tradesperson who specializes in (drinking) water supply, sewage and drainage systems.;business professional services > home improvement service > plumber;plumber;1;1;craft;craft > plumber
pottery;craft > pottery;A place where earthenware, stoneware and porcelain and other ceramic ware is made by potters.;['arts crafts store', 'hobby store', 'art gallery', 'housewares store', 'kitchen supply store', 'herbs spices store', 'antique store', 'museum', 'stationery store', 'exhibit', 'office supply store', 'furniture home store', 'construction supplies store', 'art studio', 'factory', 'history museum', 'bakery', 'hardware store', 'textiles store', 'art restoration service'];[0.48204338550567627, 0.45293575525283813, 0.42918866872787476, 0.3910217881202698, 0.3855438232421875, 0.37794798612594604, 0.3701736629009247, 0.3586375117301941, 0.3426341116428375, 0.3263077139854431, 0.3182436525821686, 0.317974328994751, 0.31680983304977417, 0.31587815284729004, 0.3150694966316223, 0.31505706906318665, 0.3130635619163513, 0.30643731355667114, 0.3023045063018799, 0.2991984486579895];arts crafts store;A place where earthenware, stoneware and porcelain and other ceramic ware is made by potters.;business professional services > creative service;creative service;0;0;craft;craft > pottery
printer;craft > printer;A small printing business which produces published works such as newspapers, books, magazines, etc.;['publisher', 'print store', 'newsstand', 'newsagent', 'paper supplier', 'photography lab', 'stationery store', 'print tv radio outdoor advertising service', 'hobby store', 'wholesaler', 'used bookstore', 'arts crafts store', 'writing copywriting technical writing service', 'warehouse', 'comic book store', 'bookstore', 'software company', 'office supply store', 'convenience store', 'scientific equipment supplier'];[0.6858380436897278, 0.6555150151252747, 0.6462445259094238, 0.6090079545974731, 0.5732994079589844, 0.5659435987472534, 0.5597687363624573, 0.535402774810791, 0.48299700021743774, 0.47419124841690063, 0.47263985872268677, 0.4680512547492981, 0.4633371829986572, 0.457004189491272, 0.4485277235507965, 0.443500280380249, 0.43093711137771606, 0.4269101023674011, 0.423597514629364, 0.42213428020477295];print store;A small printing business which produces published works such as newspapers, books, magazines, etc.;business professional services > publisher;publisher;0;0;craft;craft > printer
printmaker;craft > printmaker;A producer of fine art prints.;['print store', 'photography lab', 'art studio', 'arts crafts store', 'painter', 'creative service', 'plastics supplier', 'stationery store', 'factory', 'art restoration service', 'manufacturer', 'hobby store', 'museum', 'art gallery', 'paper supplier', 'machine shop', 'exhibit', 'framing store', 'art museum', 'photographer'];[0.514538049697876, 0.5043965578079224, 0.4845094084739685, 0.47164398431777954, 0.4328944683074951, 0.42734193801879883, 0.4167616367340088, 0.39584898948669434, 0.3903714418411255, 0.3842901587486267, 0.3813573718070984, 0.37564459443092346, 0.36825841665267944, 0.36600643396377563, 0.3555876612663269, 0.34933167695999146, 0.34359341859817505, 0.3345865309238434, 0.33290499448776245, 0.3174271881580353];art studio;A producer of fine art prints.;retail > arts crafts store;arts crafts store;0;0;craft;craft > printmaker
restoration;craft > restoration;Restorer.;['art restoration service', 'salvage yard', 'recycling facility', 'machine shop', 'automotive shop', 'computer repair service', 'antique store', 'upholstery service', 'museum', 'home improvement service', 'professional cleaning service', 'kitchen remodeler', 'repair service', 'doors windows contractor', 'auto workshop', 'automotive repair shop', 'shoe repair service', 'home service', 'manufacturer', 'tree service'];[0.5809388160705566, 0.4592526853084564, 0.44740110635757446, 0.3419240117073059, 0.33583348989486694, 0.31497442722320557, 0.3114693760871887, 0.3114563226699829, 0.310937762260437, 0.3075583577156067, 0.3074759244918823, 0.3044840097427368, 0.3039584755897522, 0.3024149537086487, 0.30098825693130493, 0.2988796830177307, 0.2976107597351074, 0.29379940032958984, 0.29352867603302, 0.292076975107193];art restoration service;Restorer.;business professional services > art restoration service;art restoration service;1;1;craft;craft > restoration
rigger;craft > rigger;The workplace of a person who sets up the rigging for sailboats and sailing ships (or possibly a person who works on ropes, booms, lifts, hoists and the like for a stage production).;['rafting outfitter', 'sailing club', 'carpenter', 'deck patio contractor', 'engineer', 'factory', 'hobby store', 'ballroom', 'mover', 'boat ferry', 'fishing store', 'industrial equipment supplier', 'welding service', 'knitting store', 'port', 'swimming', 'plastics supplier', 'shipping freight material transportation service', 'machine shop', 'construction supplies store'];[0.4686571955680847, 0.4611496329307556, 0.44920581579208374, 0.4000687599182129, 0.39236804842948914, 0.3829229176044464, 0.3788641095161438, 0.3716067969799042, 0.36783331632614136, 0.35849887132644653, 0.3582938611507416, 0.35789161920547485, 0.35587823390960693, 0.35233205556869507, 0.34700626134872437, 0.3407062292098999, 0.33397674560546875, 0.33368489146232605, 0.32583117485046387, 0.3252837061882019];engineer;The workplace of a person who sets up the rigging for sailboats and sailing ships (or possibly a person who works on ropes, booms, lifts, hoists and the like for a stage production).;business professional services;business professional services;0;1;craft;craft > rigger
roofer;craft > roofer;A workplace or office of a tradesman who is specialized in roof covering and sealing.;['roofer', 'leather supplier', 'rubber supplier', 'deck patio contractor', 'carpenter', 'roof deck', 'construction supplies store', 'tailor', 'manufacturer', 'upholstery service', 'engineer', 'doors windows contractor', 'logging service', 'leather goods store', 'plastics supplier', 'factory', 'interior designer', 'metals supplier', 'chimney sweep', 'auto workshop'];[0.4974120855331421, 0.398277223110199, 0.3485419750213623, 0.3368217349052429, 0.33593446016311646, 0.33545827865600586, 0.3303840756416321, 0.32921725511550903, 0.3249925374984741, 0.32421886920928955, 0.3233587145805359, 0.31830304861068726, 0.3155028820037842, 0.31502199172973633, 0.31472811102867126, 0.3106902241706848, 0.3082243800163269, 0.3056163787841797, 0.29873621463775635, 0.29859858751296997];roofer;A workplace or office of a tradesman who is specialized in roof covering and sealing.;business professional services > home improvement service > roofer;roofer;1;1;craft;craft > roofer
