OSM_tag;OSM_full_description;OSM_path;FS_manual_path;FS_tag;mod_1_FI_tag;mod_1_FI_ss;mod_1_FI_correct;mod_2_FI_tag;mod_2_FI_ss;mod_2_FI_correct;mod_3_FI_tag;mod_3_FI_ss;mod_3_FI_correct;mod_4_FI_tag;mod_4_FI_ss;mod_4_FI_correct;mod_5_FI_tag;mod_5_FI_ss;mod_5_FI_correct;mod_6_FI_tag;mod_6_FI_ss;mod_6_FI_correct;mod_7_FI_tag;mod_7_FI_ss;mod_7_FI_correct;mod_8_FI_tag;mod_8_FI_ss;mod_8_FI_correct;mod_1_FID_tag;mod_1_FID_ss;mod_1_FID_correct;mod_2_FID_tag;mod_2_FID_ss;mod_2_FID_correct;mod_3_FID_tag;mod_3_FID_ss;mod_3_FID_correct;mod_4_FID_tag;mod_4_FID_ss;mod_4_FID_correct;mod_5_FID_tag;mod_5_FID_ss;mod_5_FID_correct;mod_6_FID_tag;mod_6_FID_ss;mod_6_FID_correct;mod_7_FID_tag;mod_7_FID_ss;mod_7_FID_correct;mod_8_FID_tag;mod_8_FID_ss;mod_8_FID_correct
lighting;A shop selling lighting fixtures and lamps.;shop > furniture interior > lighting;retail > furniture home store > lighting store;lighting store;lighting store;0.7837035059928894;1;lighting store;0.7789016962051392;1;lighting store;0.7332714796066284;1;lighting store;0.6161067485809326;1;lighting store;0.8481810092926025;1;lighting store;0.8071350455284119;1;lighting store;0.821833610534668;1;lighting store;0.7920780181884766;1;lighting store;0.8577976226806641;1;lighting store;0.8320362567901611;1;lighting store;0.8391028642654419;1;lighting store;0.6527557969093323;1;lighting store;0.8735729455947876;1;lighting store;0.8372888565063477;1;lighting store;0.8171612620353699;1;lighting store;0.8324863910675049;1
medical supply;Shop focused on selling medical supplies.;shop > health beauty > medical supply;retail > medical supply store;medical supply store;medical supply store;0.7243962287902832;1;medical supply store;0.7322561740875244;1;medical supply store;0.727375864982605;1;medical supply store;0.7494679093360901;1;medical supply store;0.7967972159385681;1;medical supply store;0.7752280831336975;1;medical supply store;0.7406662702560425;1;medical supply store;0.6970760822296143;1;medical supply store;0.8492448329925537;1;medical supply store;0.7898216247558594;1;medical supply store;0.7260686159133911;1;medical supply store;0.7832937836647034;1;medical supply store;0.7578131556510925;1;medical supply store;0.7736301422119141;1;medical supply store;0.7624505758285522;1;medical supply store;0.710146963596344;1
dance;A dance venue or dance hall.;leisure > dance;arts entertainment > dance hall;dance hall;dance hall;0.7923343181610107;1;dance hall;0.8263632655143738;1;dance hall;0.8440637588500977;1;dance hall;0.8566102981567383;1;dance hall;0.851311445236206;1;dance hall;0.8562606573104858;1;dance hall;0.8066139221191406;1;dance hall;0.8270794749259949;1;dance hall;0.815302848815918;1;dance hall;0.8273811340332031;1;dance hall;0.8646571636199951;1;dance hall;0.8504446148872375;1;dance hall;0.8305888175964355;1;dance hall;0.841223418712616;1;dance hall;0.8121481537818909;1;dance hall;0.8315457701683044;1
tattoo;A tattoo parlour.;shop > health beauty > tattoo;business professional services > health beauty service > tattoo parlor;tattoo parlor;tattoo parlor;0.7954893708229065;1;tattoo parlor;0.7508372068405151;1;tattoo parlor;0.7203810811042786;1;tattoo parlor;0.634474515914917;1;tattoo parlor;0.8584006428718567;1;tattoo parlor;0.8824800252914429;1;tattoo parlor;0.8337138295173645;1;tattoo parlor;0.7346451282501221;1;tattoo parlor;0.780428409576416;1;tattoo parlor;0.7392089366912842;1;tattoo parlor;0.7243731617927551;1;tattoo parlor;0.6426033973693848;1;tattoo parlor;0.8098363876342773;1;tattoo parlor;0.8286017179489136;1;tattoo parlor;0.8275264501571655;1;tattoo parlor;0.7273238301277161;1
boat rental;Rent a Boat;amenity > transportation > boat rental;travel transportation > boat rental;boat rental;boat rental;0.7921289205551147;1;boat rental;0.8163759708404541;1;boat rental;0.738896369934082;1;boat rental;0.8548251390457153;1;boat rental;0.8214603662490845;1;boat rental;0.8195705413818359;1;boat rental;0.7919334173202515;1;boat rental;0.7790018320083618;1;boat rental;0.7682089805603027;1;boat rental;0.7521995306015015;1;boat rental;0.7146695852279663;1;boat rental;0.764357328414917;1;boat rental;0.8027762174606323;1;boat rental;0.8110175132751465;1;boat rental;0.7780838012695312;1;boat rental;0.7333741784095764;1
bicycle rental;Rent a bicycle;amenity > transportation > bicycle rental;travel transportation > bike rental;bike rental;bike rental;0.7913771271705627;1;bike rental;0.775759220123291;1;bike rental;0.6801908016204834;1;bike rental;0.7803572416305542;1;bike rental;0.8310767412185669;1;bike rental;0.7953080534934998;1;bike rental;0.7970656752586365;1;bike rental;0.7270026206970215;1;bike rental;0.7788241505622864;1;bike rental;0.6987268924713135;1;bike rental;0.654320240020752;1;bike rental;0.7470377683639526;1;bike rental;0.8037879467010498;1;bike rental;0.7938423156738281;1;bike rental;0.7424920797348022;1;bike rental;0.6872127056121826;1
massage;A massage shop;shop > health beauty > massage;business professional services > health beauty service > massage clinic;massage clinic;massage clinic;0.8352291584014893;1;massage clinic;0.7934553027153015;1;massage clinic;0.7339803576469421;1;massage clinic;0.6591903567314148;1;massage clinic;0.8215312957763672;1;massage clinic;0.8400005102157593;1;massage clinic;0.8390865325927734;1;massage clinic;0.7974390983581543;1;massage clinic;0.8266143798828125;1;massage clinic;0.7720384001731873;1;massage clinic;0.72049880027771;1;massage clinic;0.672033965587616;1;massage clinic;0.8162478804588318;1;massage clinic;0.8280324935913086;1;massage clinic;0.8205766677856445;1;massage clinic;0.7376302480697632;1
cosmetics;Shop focused on selling cosmetics;shop > health beauty > cosmetics;retail > cosmetics store;cosmetics store;cosmetics store;0.809654176235199;1;cosmetics store;0.7180309295654297;1;cosmetics store;0.792312502861023;1;cosmetics store;0.6923379898071289;1;cosmetics store;0.7759004831314087;1;cosmetics store;0.782582700252533;1;cosmetics store;0.8178176879882812;1;cosmetics store;0.707154393196106;1;cosmetics store;0.8292617201805115;1;cosmetics store;0.746288537979126;1;cosmetics store;0.7893903255462646;1;cosmetics store;0.7022724747657776;1;cosmetics store;0.7874889373779297;1;cosmetics store;0.7689453959465027;1;cosmetics store;0.7806198596954346;1;cosmetics store;0.7805935144424438;1
fashion accessories;Shop focused on selling fashion accessories.;shop > clothing shoes accessories > fashion accessories;retail > fashion retail > fashion accessories store;fashion accessories store;shoe store;0.8002822995185852;0;fashion accessories store;0.7575509548187256;1;shoe store;0.7970206141471863;0;fashion accessories store;0.8370028138160706;1;shoe store;0.8509478569030762;0;shoe store;0.8195095062255859;0;shoe store;0.7961600422859192;0;fashion accessories store;0.7576357126235962;1;fashion retail;0.9436095952987671;0;fashion retail;0.9225020408630371;0;fashion retail;0.8741201758384705;0;clothing store;0.8167394399642944;0;fashion retail;0.916748046875;0;fashion retail;0.8855593204498291;0;fashion retail;0.8857309222221375;0;fashion retail;0.8782719373703003;0
bag;Shop focused on selling bags.;shop > clothing shoes accessories > bag;retail > luggage store;luggage store;luggage store;0.6279494166374207;1;luggage store;0.6354482173919678;1;leather goods store;0.6642464995384216;0;fashion accessories store;0.7260886430740356;0;shoe store;0.845511794090271;0;shoe store;0.6945071220397949;0;clothing store;0.7174880504608154;0;fashion accessories store;0.6671181917190552;0;luggage store;0.763737142086029;1;leather goods store;0.7737621665000916;0;fashion accessories store;0.7374410629272461;0;fashion accessories store;0.7924968600273132;0;fashion retail;0.8809234499931335;0;fashion accessories store;0.8054330348968506;0;fashion retail;0.790414571762085;0;luggage store;0.761876106262207;1
carpet;Shop focused on selling carpets;shop > furniture interior > carpet;retail > furniture home store > carpet store;carpet store;carpet store;0.8051066398620605;1;carpet store;0.7185875177383423;1;carpet store;0.7941975593566895;1;carpet store;0.6835367679595947;1;carpet store;0.823684573173523;1;carpet store;0.8118562698364258;1;carpet store;0.8107994794845581;1;carpet store;0.8036383390426636;1;carpet store;0.8636680245399475;1;carpet store;0.8091112375259399;1;carpet store;0.7984576225280762;1;carpet store;0.7950853109359741;1;carpet store;0.8886991739273071;1;carpet store;0.8189783692359924;1;carpet store;0.8471033573150635;1;carpet store;0.844832181930542;1
podiatrist;Someone who practices podiatry but is not a Physician on Wikipedia.;healthcare > podiatrist;health medicine > podiatrist;podiatrist;podiatrist;0.8297942280769348;1;podiatrist;0.8259850740432739;1;podiatrist;0.8466946482658386;1;podiatrist;0.8424955010414124;1;podiatrist;0.8320614695549011;1;podiatrist;0.913611114025116;1;podiatrist;0.8013838529586792;1;podiatrist;0.9099771976470947;1;podiatrist;0.6481136083602905;1;podiatrist;0.7315380573272705;1;internal medicine doctor;0.6215389370918274;0;podiatrist;0.8292737007141113;1;podiatrist;0.7333804965019226;1;podiatrist;0.6098183393478394;1;podiatrist;0.6456208229064941;1;podiatrist;0.8456087112426758;1
perfumery;Shop focused on selling perfumery;shop > health beauty > perfumery;retail > perfume store;perfume store;perfume store;0.8112232089042664;1;perfume store;0.7494567632675171;1;cosmetics store;0.6933440566062927;0;perfume store;0.7537668943405151;1;perfume store;0.7640359401702881;1;skin care clinic;0.6815227270126343;0;perfume store;0.7806440591812134;1;perfume store;0.752454400062561;1;perfume store;0.8371570110321045;1;perfume store;0.7923113703727722;1;cosmetics store;0.7283028364181519;0;perfume store;0.7599303126335144;1;cosmetics store;0.7865186333656311;0;health beauty service;0.6842607855796814;0;perfume store;0.8140880465507507;1;perfume store;0.7834379076957703;1
scooter;Shop focused on selling scooters (small 2 wheeled, low platformed motorcycles).;shop > outdoors sport vehicles > scooter;retail > automotive retail > motor scooter dealership;motor scooter dealership;motor scooter dealership;0.8062620162963867;1;motor scooter dealership;0.6328606009483337;1;motor scooter dealership;0.7415332794189453;1;motor scooter dealership;0.6781377792358398;1;motor scooter dealership;0.8237062692642212;1;motor scooter dealership;0.7308894395828247;1;motor scooter dealership;0.7186299562454224;1;motor scooter dealership;0.7115721702575684;1;motor scooter dealership;0.8545901775360107;1;moped dealership;0.6673891544342041;0;motor scooter dealership;0.7829247713088989;1;moped dealership;0.7203258275985718;0;moped dealership;0.8420717120170593;0;moped dealership;0.8273136019706726;0;moped dealership;0.8472428321838379;0;motor scooter dealership;0.7562218904495239;1
butcher;Shop focused on selling meat;shop > food beverages > butcher;retail > food beverage retail > butcher;butcher;butcher;0.8236663341522217;1;butcher;0.7811832427978516;1;butcher;0.8006964921951294;1;butcher;0.8216135501861572;1;butcher;0.8107290267944336;1;butcher;0.8622604012489319;1;butcher;0.8437999486923218;1;butcher;0.877486526966095;1;butcher;0.8981496095657349;1;butcher;0.8502606153488159;1;butcher;0.8584380149841309;1;butcher;0.8490762710571289;1;butcher;0.8550621271133423;1;butcher;0.8704511523246765;1;butcher;0.8331695199012756;1;butcher;0.8707690238952637;1
taxi;A place where taxis wait for passengers.;amenity > transportation > taxi;travel transportation > transport hub > taxi stand;taxi stand;taxi stand;0.7301746606826782;1;taxi;0.6379899978637695;0;taxi;0.7068658471107483;0;taxi stand;0.7477191686630249;1;taxi stand;0.8223840594291687;1;taxi;0.7701722979545593;0;taxi stand;0.7858900427818298;1;taxi;0.6747982501983643;0;taxi stand;0.8209092617034912;1;taxi stand;0.73526930809021;1;taxi stand;0.7739569544792175;1;taxi stand;0.8216385841369629;1;taxi stand;0.893186092376709;1;taxi stand;0.8294060230255127;1;taxi stand;0.8742277026176453;1;taxi stand;0.7851301431655884;1
motorcycle repair;Shop focused on motorcycle repair.;shop > outdoors sport vehicles > motorcycle repair;business professional services > automotive service > motorcycle repair shop;motorcycle repair shop;motorcycle repair shop;0.8100826144218445;1;motorcycle repair shop;0.7002462148666382;1;motorcycle repair shop;0.715294599533081;1;motorcycle dealership;0.5926889181137085;0;motorcycle repair shop;0.8105823993682861;1;motorcycle repair shop;0.8303711414337158;1;motorcycle repair shop;0.8562326431274414;1;motorcycle repair shop;0.7186815738677979;1;motorcycle repair shop;0.7759236097335815;1;motorcycle repair shop;0.7173668742179871;1;motorcycle repair shop;0.7096807956695557;1;motorcycle dealership;0.6298843622207642;0;motorcycle repair shop;0.8328754305839539;1;motorcycle repair shop;0.7876537442207336;1;motorcycle repair shop;0.8642393350601196;1;motorcycle repair shop;0.7595407962799072;1
tobacco;Shop focused on selling tobacco, cigarettes and their related accessories.;shop > others > tobacco;retail > tobacco store;tobacco store;smoke shop;0.7017508745193481;0;tobacco store;0.6996433138847351;1;tobacco store;0.7599596381187439;1;tobacco store;0.7378363013267517;1;tobacco store;0.7640367150306702;1;tobacco store;0.7575473189353943;1;tobacco store;0.7801497578620911;1;tobacco store;0.6778121590614319;1;tobacco store;0.8244354724884033;1;smoke shop;0.8225446939468384;0;smoke shop;0.7680683135986328;0;tobacco store;0.7752852439880371;1;tobacco store;0.8684945106506348;1;tobacco store;0.8459915518760681;1;tobacco store;0.8148695230484009;1;tobacco store;0.7724673748016357;1
advertising agency;A service-based business dedicated to creating, planning, and handling advertising.;office > advertising agency;business professional services > advertising agency;advertising agency;advertising agency;0.6921126842498779;1;advertising agency;0.6016983985900879;1;advertising agency;0.6929337978363037;1;advertising agency;0.8209750652313232;1;advertising agency;0.7816702127456665;1;business strategy consulting office;0.7047278881072998;0;advertising agency;0.728131890296936;1;advertising agency;0.6486369371414185;1;event service;0.6850113272666931;0;media agency;0.6699249148368835;0;advertising agency;0.7391379475593567;1;advertising agency;0.8204126358032227;1;advertising agency;0.7927132844924927;1;business strategy consulting office;0.730934739112854;0;advertising agency;0.7505479454994202;1;media agency;0.6735928058624268;0
mobile phone;Shop focused on selling mobile phones and accessories;shop > electronics > mobile phone;retail > computers electronics retail > mobile phone store;mobile phone store;mobile phone store;0.7156379222869873;1;mobile phone store;0.7271822094917297;1;mobile phone store;0.7247834205627441;1;mobile phone store;0.7461836934089661;1;mobile phone store;0.7951416373252869;1;mobile phone store;0.7331897616386414;1;mobile phone store;0.7847211360931396;1;mobile phone store;0.7474445104598999;1;mobile phone store;0.8496899008750916;1;mobile phone store;0.8638209104537964;1;mobile phone store;0.807174801826477;1;mobile phone store;0.8125845789909363;1;mobile phone store;0.8757510185241699;1;mobile phone store;0.7888690829277039;1;mobile phone store;0.8209869265556335;1;mobile phone store;0.8333049416542053;1
